Darija,English
حاكم ولاية ماساتشوستس اللي فات ميت رومني ربح في الانتخابات التمهيدية الرئاسية ديال الحزب الجمهوري في فلوريدا نهار الثلاث بأكثر من 46 في المائة من الأصوات.,Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote.
نيوت جينجريتش، رئيس مجلس النواب الأمريكي اللي فات، جا في المرتبة الثانية بالنسبة ديال 32%.,Former U.S. Speaker of the House Newt Gingrich came in second with 32 percent.
كشفت عظام الأيدي بحفريّات تتراوح أعمارها بين جوج مليون وثلاثة مليون عام عن هاذ التحوّل في اختصاص اليد، من التنقّل إلى المناورة.,Fossil hand bones two million to three million years old reveal this shift in specialization of the hand from locomotion to manipulation.
بعد أريع سنوات، تعكات براءة اختراع، واللي كانت أول براءة اختراع في العالم كتتعطا في مجال التصوير بالرنين المغناطيسي.,"Four years later a patent was granted, which was the world's first patent issued in the field of MRI."
دابا السرعة ديال الريح ديال إعصار فريد وصت حاليا لـ 105 ميل في الساعة (165 كم/ساعة) وراه غادي جهة الشمال الغربي.,Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest.
فريد هو أقوى إعصار استوائي تسجل حتى لدابا في جنوب وشرق المحيط الأطلسي منين ظهرات صور الأقمار الاصطناعية، وهو بوحده ثالث أكبر إعصار تسجل في الشرق بزاوية 35 درجة من الغرب.,"Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W."
القانون الفرنساوي تبدل. بدا النشاط دياله السياسي وهو عنده 15 العام منين دخل في المقاومة الفرنسية في الحرب العالمية الثانية.,French law was changed. His activism went back to age 15 when he joined the French Resistance during World War II.
غياخد الجنرال جيمس أوينج 700 من عناصر المليشيا فالواد في عبارة ترينتون، وغيستولي على الجسر فوق خليج أسونبينك، غيمنع أي قوات معادية من أنها تهرب.,"General James Ewing would take 700 militia across the river at Trenton Ferry, seize the bridge over the Assunpink Creek and prevent any enemy troops from escaping."
يقدر الجنرال جون كادوالادر يدير هجوم باش يشتت لانتباه ضد الحامية البريطانية في بوردينتاون ويمنع أي تعزيزات.,"General John Cadwalder would launch a diversionary attack against the British garrison at Bordentown, in order to block off any reinforcements."
"كان يطلق على الغواصات الألمانية ""U-Boats""، وبرع الألمان في الملاحة بغواصاتهم وتشغيلها.",German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.
"أطلقت ألمانيا على الهجوم الاسم السري ""عملية أسد البحر"". فَقَد الجيش البريطاني معظم أسلحته الثقيلة وإمداداته عند إجلائه من دونكيرك، على ذاكشي فقد كان ضعيفاً إلى حدٍ كبير.","Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak."
باش تركب طوموبيل ديالك الخاصة وتنطالق بيها ف رحلة طويلة عندها واحد لجاذبية ذاتية كتكون فلبساطة ديال الشي.,Getting into your own car and heading off on a long road trip has an intrinsic appeal in its simplicity.
نظراً لبُعد بزاف ديال لقرى ديال بويبلو، مغتكونش عندك فرصة كبيرة باش تعيش الحياة الليلية بلا متسافر إلى ألباكركي أو سانتا فيه.,"Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe."
الغولف لعبة كميستخدمو فيها اللاعبين لعصي باش يضربو لكرات ويحاولو يدخلوها فتقابي.,Golf is a game in which players use clubs to hit balls into holes.
غيبقى الجشع والأنانية معنا أبد الدهر، إن من طبيعة التعاون أنه منين تستفيد الغالبية، غتكون دائماً فرصة لكسب المزيد على المدى القصير في حال التصرف بأنانية.,Greed and selfishness will always be with us and it is the nature of cooperation that when the majority benefit there will always be more to gain in the short term by acting selfishly
